33	64	15	83
57	53	9	13
8	64	43	24
3	20	71	45
82	89	21	59
1	74	69	58
78	68	33	13
42	86	82	20
64	85	89	62
54	85	49	17
38	43	83	25
43	15	26	24
69	17	4	31
7	3	2	5
55	13	39	79
54	6	69	26
49	41	68	21
58	39	46	46
31	20	63	28
3	28	56	52
75	60	39	70
20	52	71	85
42	38	56	37
24	63	23	25
76	41	5	83
89	19	87	60
68	65	37	11
60	88	13	88
81	8	59	69
85	45	90	62
33	79	3	1
38	39	65	78
28	3	54	50
49	40	42	66
62	20	31	89
69	61	87	58
63	58	29	37
31	13	33	1
83	1	39	22
61	9	43	20
16	80	36	58
89	77	47	83
74	12	15	55
76	59	4	8
16	64	39	9
53	30	43	3
32	24	87	29
21	88	4	4
13	29	19	6
36	18	35	68
11	52	88	73
60	89	44	39
79	7	38	7
57	54	77	35
32	22	51	58
78	89	37	73
76	23	49	24
85	74	49	35
27	32	10	63
74	44	9	14
14	5	19	36
69	25	81	35
24	22	68	32
17	55	2	52
61	24	57	82
68	1	30	44
51	49	55	57
41	54	84	20
78	68	66	17
31	77	16	25
61	10	49	10
54	28	30	17
51	77	4	78
13	89	31	59
58	10	44	37
14	76	78	55
74	35	80	54
47	12	18	62
38	12	62	26
30	10	79	72
21	61	27	57
4	88	22	87
37	64	71	67
73	80	84	39
44	14	7	71
51	12	85	57
58	14	49	24
28	82	46	85
7	83	13	11
52	85	1	25
63	75	82	59
4	62	87	17
21	12	75	87
70	75	52	29
68	61	34	58
2	56	12	37
42	73	73	10
28	41	33	36
40	8	87	86
26	3	51	50
28	69	68	64
80	68	1	32
3	86	16	39
8	39	64	35
65	52	66	51
7	15	55	66
24	68	2	24
31	65	31	60
72	87	86	27
35	64	53	70
30	79	51	60
40	81	76	81
5	66	23	4
9	73	58	9
83	48	45	68
35	50	11	23
19	28	85	22
73	10	26	45
45	46	12	23
69	16	16	70
34	23	61	71
54	70	6	51
3	81	70	72
66	72	18	47
83	14	25	86
25	61	8	26
29	87	62	77
53	59	18	56
23	71	35	35
36	85	63	75
72	45	90	9
10	86	20	6
79	56	11	16
84	13	66	79
67	49	32	13
24	40	21	34
6	69	13	71
32	53	72	11
61	29	45	75
64	15	43	14
30	35	34	35
43	76	72	17
68	52	62	89
40	29	54	66
15	39	74	73
5	44	78	58
21	55	20	30
51	84	90	19
59	3	65	54
16	27	61	33
70	4	78	1
27	3	89	71
11	18	47	15
28	27	59	19
14	4	70	60
32	47	89	54
53	26	81	12
32	69	79	70
9	53	86	70
69	31	61	66
1	43	87	76
17	41	75	8
43	33	14	47
20	71	89	9
84	28	86	80
74	37	47	17
37	9	11	52
28	90	73	61
26	68	81	58
71	24	9	77
36	45	86	44
83	48	74	9
30	20	38	77
16	56	75	48
61	71	26	51
66	83	20	70
51	1	70	30
36	16	10	48
88	3	32	49
2	55	62	76
66	57	67	49
89	23	9	55
44	69	73	89
70	62	9	32
21	13	66	43
49	52	60	12
13	78	28	87
7	44	13	49
53	14	51	36
24	59	57	36
54	26	70	33
41	31	90	81
21	35	90	89
55	3	46	31
34	12	21	49
1	7	80	30
5	83	30	56
84	49	36	53
78	71	54	83
16	89	65	74
3	69	6	26
37	70	39	33
53	77	73	35
86	64	39	52
86	58	52	56
82	85	36	79
85	78	41	12
42	16	22	37
25	28	39	10
40	9	8	89
50	71	87	69
58	64	27	49
70	17	8	21
3	73	73	69
27	74	64	6
45	32	79	38
20	8	77	81
33	11	68	78
32	71	48	49
44	82	1	34
65	36	58	10
62	46	10	86
90	81	79	50
88	24	1	70
83	63	84	72
47	79	52	29
8	75	83	54
40	2	43	67
35	29	51	14
35	4	60	12
57	72	10	68
1	28	64	7
54	15	87	62
29	18	4	4
61	42	19	27
35	13	89	27
16	58	63	90
27	76	34	53
56	90	38	23
1	69	57	88
84	87	6	2
48	87	19	5
88	14	73	52
52	4	60	57
17	82	21	13
22	14	73	49
90	61	32	14
71	2	90	52
79	82	43	57
85	10	8	23
74	79	54	13
57	36	53	47
4	17	18	16
80	33	50	71
11	46	62	7
90	71	13	49
22	46	90	18
56	42	25	16
68	82	58	64
48	75	21	29
42	78	47	62
21	24	67	23
10	40	56	6
44	53	35	11
29	14	35	56
11	58	82	18
63	4	61	88
44	62	17	85
9	66	20	20
65	86	41	77
72	70	39	34
70	33	9	7
27	76	19	89
27	63	52	21
75	21	38	41
58	89	35	53
90	20	56	16
16	59	69	36
77	89	65	17
44	41	69	15
55	2	85	43
65	70	56	8
36	9	14	46
7	4	31	87
14	2	61	40
62	25	44	68
44	10	40	15
42	44	84	10
42	82	58	35
70	55	61	13
66	36	26	78
10	48	10	80
37	31	18	29
15	90	75	38
42	31	63	89
38	17	73	14
59	1	58	65
90	35	8	40
13	67	49	44
33	37	24	86
81	87	83	2
6	4	8	39
87	29	22	20
77	49	10	25
14	61	67	60
13	57	64	87
42	52	28	90
71	76	48	61
64	64	1	11
11	45	3	14
52	6	56	14
60	27	59	72
58	73	53	26
17	17	51	73
80	24	75	61
84	58	8	85
9	2	85	37
60	24	7	30
73	77	29	29
60	47	79	6
61	4	60	77
73	57	86	1
90	55	37	64
25	81	26	11
83	36	61	48
7	44	39	23
65	44	61	66
66	65	85	30
82	65	58	83
22	26	81	21
70	37	6	81
71	60	7	30
2	12	87	61
13	81	9	42
88	14	32	75
49	31	50	58
28	47	52	73
16	89	41	56
63	83	29	3
35	87	31	77
24	78	80	7
57	68	71	1
16	40	16	90
5	66	60	21
62	1	76	32
71	28	22	74
68	82	14	23
76	80	14	59
4	9	44	70
23	72	27	4
79	84	23	64
35	30	4	24
52	28	1	37
62	63	19	2
89	71	40	89
6	9	52	46
58	76	2	19
90	2	31	67
87	2	40	40
80	65	46	68
79	19	32	1
57	52	40	19
46	33	33	8
7	11	44	63
33	85	66	6
15	74	61	25
42	8	66	36
69	46	73	8
72	26	24	18
33	34	90	36
7	74	84	34
74	28	24	19
46	39	79	5
55	75	47	11
60	8	81	85
38	78	48	73
79	47	42	8
30	48	89	62
2	81	84	27
78	29	84	38
22	58	28	51
33	52	86	11
77	30	85	37
23	47	54	87
27	59	22	50
58	46	90	84
5	45	3	10
21	75	37	61
13	34	2	4
37	90	75	68
57	28	24	62
47	33	12	40
71	56	76	11
25	56	70	68
19	24	46	79
58	74	38	90
10	49	76	42
46	60	21	28
75	18	25	57
49	75	20	63
76	59	52	33
57	17	90	47
27	30	72	55
24	7	78	56
3	56	63	11
45	70	7	79
29	6	76	16
45	55	4	25
69	75	86	61
82	21	3	87
67	7	85	51
23	73	1	51
64	43	6	52
66	56	75	18
60	77	42	52
27	47	76	75
33	14	78	25
6	37	62	61
74	30	85	39
13	25	35	39
86	12	37	3
84	49	58	31
63	44	41	70
31	67	27	53
44	70	65	43
34	57	1	60
43	50	29	43
57	37	25	15
1	19	43	36
28	63	81	44
1	17	20	44
83	16	47	44
26	64	10	85
66	60	80	75
69	37	65	41
88	90	1	75
28	18	64	70
75	3	50	1
27	44	67	6
60	27	16	74
53	89	43	46
14	19	55	26
38	82	26	3
86	4	63	61
17	6	56	57
11	30	17	19
88	82	21	64
11	79	82	75
32	40	38	75
71	85	78	81
62	8	28	24
4	85	67	30
32	42	71	62
61	56	59	30
8	30	74	23
10	17	17	20
53	38	18	13
64	12	23	45
3	77	37	29
20	78	29	28
21	31	16	61
49	80	49	38
3	58	39	4
43	77	89	38
18	72	16	42
37	4	42	32
7	70	78	42
55	79	82	56
10	36	20	30
84	64	14	83
19	67	34	32
30	56	90	88
62	75	60	47
73	30	19	22
73	50	4	69
23	19	30	24
75	3	60	20
24	63	15	82
37	74	18	88
5	66	7	51
49	54	14	51
79	67	52	82
7	58	48	1
28	41	15	26
25	58	9	67
26	10	39	24
65	36	41	17
11	62	3	73
78	88	34	49
44	16	89	23
72	2	61	34
74	49	71	51
77	56	5	34
63	74	69	90
80	20	44	63
25	43	60	38
46	29	1	3
51	58	7	34
84	70	63	38
30	85	35	34
30	3	62	57
59	11	30	76
56	42	21	2
29	79	30	9
87	64	17	67
24	59	78	23
34	5	42	40
81	7	10	47
47	63	18	2
22	2	52	86
67	80	69	29
54	46	9	52
50	36	10	16
42	7	38	23
26	41	70	84
15	9	30	12
45	46	63	32
7	13	10	36
42	29	42	34
44	78	88	56
3	46	52	72
7	47	35	2
53	35	13	42
24	8	44	19
53	18	30	29
78	10	90	70
73	45	30	60
69	23	45	34
25	61	56	33
75	83	68	10
6	86	82	87
50	53	13	87
56	17	54	18
72	43	16	64
87	13	64	32
75	88	65	84
49	5	51	43
44	52	55	49
78	50	84	67
48	34	72	49
9	11	30	90
11	64	85	56
55	79	26	55
59	24	84	27
78	10	26	13
16	24	18	25
40	17	6	52
16	2	87	59
44	62	63	1
40	71	8	68
82	83	19	89
59	47	16	77
25	75	39	72
29	57	71	36
7	45	76	67
1	89	39	87
11	31	28	42
30	26	11	40
75	82	70	52
26	79	67	9
90	13	63	30
19	34	14	65
21	39	20	76
83	35	78	6
22	70	89	23
85	62	58	74
46	42	48	66
20	19	25	82
77	78	32	16
80	30	74	53
7	4	1	16
29	86	21	76
4	63	27	56
14	87	79	28
38	63	73	67
50	77	13	53
60	58	24	19
84	29	58	48
50	28	28	47
7	20	78	72
8	35	10	22
81	24	47	49
50	42	11	68
10	37	20	46
49	2	78	7
37	13	60	85
15	50	87	2
67	70	52	85
18	62	10	50
73	10	68	46
17	55	70	50
16	6	32	52
35	4	51	88
6	53	48	31
61	73	37	8
73	49	38	16
49	62	86	73
71	22	35	78
73	16	22	87
29	10	34	33
59	54	72	57
78	90	85	18
4	50	73	47
75	35	83	55
89	35	58	76
90	84	90	21
48	49	63	18
13	82	8	13
34	16	22	15
9	48	15	83
77	55	11	83
40	49	65	85
83	59	3	28
71	90	45	55
30	81	8	58
29	64	72	34
29	80	33	74
21	53	7	38
23	22	47	29
87	84	5	72
39	30	15	79
63	77	40	65
28	48	77	25
61	61	34	43
86	83	23	66
74	23	84	59
18	62	72	16
